ID,SMILES,Canonical SMILES,Sweet
559,C1CC(=O)OC1,O=C1CCCO1,True
560,CCC(=O)OC/C=C(/C)\CCC=C(C)C,CCC(=O)OC/C=C(\CCC=C(C)C)/C,True
561,CCCC(=O)OC(C)(CCC=C(C)C)C=C,CCCC(=O)OC(CCC=C(C)C)(C=C)C,True
562,CCC(=O)C,CCC(=O)C,True
563,CCOC1=C(C=CC(=C1)C=O)O.CC(C)C(=O)[O-],CC(C(=O)[O-])C.CCOc1cc(C=O)ccc1O,True
564,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C,CC(=O)OC([C@@H]1CC[C@@H](C2=C(C1)[C@@H](C)CC2)C)(C)C,True
565,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,CC(CC(=O)OC/C=C/c1ccccc1)C,True
566,CC(C(C(C(C=O)O)O)O)O,O=CC(C(C(C(O)C)O)O)O,True
567,C1=CC=C(C=C1)/C=C/COC=O,O=COC/C=C/c1ccccc1,True
568,CCOC(=O)CCCCCCCCC=C,C=CCCCCCCCCC(=O)OCC,True
569,CC(=CCC/C(=C\CS)/C)C,SC/C=C(\CCC=C(C)C)/C,True
570,C1=CC=C(C=C1)CO,OCc1ccccc1,True
571,CCC/C=C/COC(=O)CC(C)C,CCC/C=C/COC(=O)CC(C)C,True
572,CCCC(=O)CCC,CCCC(=O)CCC,True
573,C1=CC=C(C=C1)CCC=O,O=CCCc1ccccc1,True
574,CCOC(=O)CC(=O)C,CCOC(=O)CC(=O)C,True
575,CCOC1=C(C=C(C=C1)/C=C/C)O,CCOc1ccc(cc1O)/C=C/C,True
576,CCC/C=C/COC(=O)CCC,CCC/C=C/COC(=O)CCC,True
577,CCCCCCC/C=C/C(=O)OCC,CCCCCCC/C=C/C(=O)OCC,True
578,CC(=CCO)C,OCC=C(C)C,True
579,CC/C=C/CC(=O)OC,CC/C=C/CC(=O)OC,True
580,CC1=CCC(CC1)(C(C)C)O,CC1=CCC(CC1)(O)C(C)C,True
581,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,O=C(c1ccccc1O)OCCc1ccccc1,True
582,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,CCCCCC(OC(=O)C)/C=C/c1ccccc1,True
583,CC/C=C\CCOC=O,CC/C=C\CCOC=O,True
584,CCOC(=O)CCSC,CSCCC(=O)OCC,True
585,CCCCCCC1CCCC(=O)O1,CCCCCCC1CCCC(=O)O1,True
586,CCCCCCC(=O)O,CCCCCCC(=O)O,True
587,CCCCC(=O)OC/C=C/CCC,CCC/C=C/COC(=O)CCCC,True
588,CCCC(=O)OCSC,CCCC(=O)OCSC,True
589,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,C/C=C/c1ccc(c(c1)OC)OC(=O)Cc1ccccc1,True
590,CCOC(=O)C(C)/C=C/C,CCOC(=O)C(/C=C/C)C,True
591,CC/C=C\CCOC(=O)CC(C)C,CC/C=C\CCOC(=O)CC(C)C,True
592,C/C=C/C=C/CO,C/C=C/C=C/CO,True
593,CCOC(=O)C(C)CC=C,CC(C(=O)OCC)CC=C,True
594,CNC1=CC=CC=C1C(=O)OC,COC(=O)c1ccccc1NC,True
595,COC1=CC=CC=C1C(=O)OC,COC(=O)c1ccccc1OC,True
596,CC1CC(=O)C(=O)C1C,CC1CC(=O)C(=O)C1C,True
597,CCCCCCCC(=O)C,CCCCCCCC(=O)C,True
598,CC1CCCC(=O)C1,CC1CCCC(=O)C1,True
599,CC1CCC2=C(C(=O)OC2=C1)C,CC1CCC2=C(C(=O)OC2=C1)C,True
600,CC1=CCCC(C1/C=C/C(=O)C)(C)C,CC(=O)/C=C/C1C(=CCCC1(C)C)C,True
601,CC1(SC(SC(S1)(C)C)(C)C)C,CC1(C)SC(C)(C)SC(S1)(C)C,True
602,CCCCCCCCC(=O)OCC,CCCCCCCCC(=O)OCC,True
603,CCCCCCOC(=O)CC(C)C,CCCCCCOC(=O)CC(C)C,True
604,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,C=CC(CC/C=C(/CCC=C(C)C)\C)(O)C,True
605,C[C@@H]1CC=C([C@@H](C1(C)C)/C=C/C(=O)C)C,CC(=O)/C=C/[C@H]1C(=CC[C@H](C1(C)C)C)C,True
606,CCCCC/C=C\C=C\C(=O)OCC,CCCCC/C=C\C=C\C(=O)OCC,True
607,C/C=C/C1=CC(=C(C=C1)O)OC,C/C=C/c1ccc(c(c1)OC)O,True
608,CCC(=O)C(=O)C,CCC(=O)C(=O)C,True
609,CC/C=C/CC1=C(C(=O)CC1)C,CC1=C(C/C=C/CC)CCC1=O,True
610,CC/C=C\CCOC(=O)C(C)O,CC/C=C\CCOC(=O)C(O)C,True
611,CC(=CCCC(=C)C=C)C,C=CC(=C)CCC=C(C)C,True
612,CC(C)(CCC1=CC=CC=C1)O,CC(CCc1ccccc1)(O)C,True
613,CCCCCCOC(=O)C1=CC=CO1,CCCCCCOC(=O)c1ccco1,True
614,CCCCCC1CC=CC(=O)O1,CCCCCC1CC=CC(=O)O1,True
615,CCC/C=C/COC(=O)CC,CCC/C=C/COC(=O)CC,True
616,CCCCCCCCCC(=O)C,CCCCCCCCCC(=O)C,True
617,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,True
618,CC/C=C/C=O,CC/C=C/C=O,True
619,CC(=CCC/C(=C/C=O)/C)C,O=C/C=C(/CCC=C(C)C)\C,True
620,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,CC(=O)/C=C/C1=C(C)CCCC1(C)C,True
621,CCCCCCC(=O)OCC=C,CCCCCCC(=O)OCC=C,True
622,CC1=CSC(=N1)C(C)C,Cc1csc(n1)C(C)C,True
623,CC(C)CCOC=O,O=COCCC(C)C,True
624,CC1CCC2CC1SC2(C)C,CC1CCC2CC1SC2(C)C,True
625,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,C/C=C(/C(=O)OCc1ccccc1)\C,True
626,CC(C)/C=C(\C)/C(=O)O,CC(/C=C(/C(=O)O)\C)C,True
627,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,CC(CC(=O)OCC/C(=C/CC=C(C)C)/C)C,True
628,CCCCCC1CCCC(=O)O1,CCCCCC1CCCC(=O)O1,True
629,CCC(=O)OC(C)(CCC=C(C)C)C=C,CCC(=O)OC(CCC=C(C)C)(C=C)C,True
630,C/C=C/C(=O)C1C(=CCCC1(C)C)C,C/C=C/C(=O)C1C(=CCCC1(C)C)C,True
631,CCCCC/C(=C/C1=CC=CC=C1)/C=O,CCCCC/C(=C/c1ccccc1)/C=O,True
632,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,COc1ccc(cc1)/C=C\C(=O)C(C)C,True
633,CCOC(=O)CCC(=O)C,CCOC(=O)CCC(=O)C,True
634,CCC(C)COC(=O)CC(C)C,CCC(COC(=O)CC(C)C)C,True
635,CC(C)C(=O)OCCOC1=CC=CC=C1,CC(C(=O)OCCOc1ccccc1)C,True
636,CC(=C/C=C/C(=O)C)C,CC(=C/C=C/C(=O)C)C,True
637,CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,CC(CC(=O)OC/C=C(/CCC=C(C)C)\C)C,True
638,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,O=C(Cc1ccccc1)OC/C=C(/CCC=C(C)C)\C,True
639,C1=CC=C(C=C1)CCCO,OCCCc1ccccc1,True
640,CCCCCCCCC(=O)OCC=C,CCCCCCCCC(=O)OCC=C,True
641,CC/C=C\CCCCO,OCCCC/C=C\CC,True
642,CCC(=O)OC/C=C/C1=CC=CC=C1,CCC(=O)OC/C=C/c1ccccc1,True
643,CC(CCC=C(C)C)CCOC(=O)C,CC(CCC=C(C)C)CCOC(=O)C,True
644,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,CC(CCOC(=O)/C=C/c1ccccc1)C,True
645,CCOC(=O)CSC,CSCC(=O)OCC,True
646,CC(CCC=C(C)C)CC(=O)O,CC(CC(=O)O)CCC=C(C)C,True
647,CCC(C)C(=O)SC,CCC(C(=O)SC)C,True
648,CCCCCCCCO,CCCCCCCCO,True
649,CCCCCCCC(=O)OCCCCCCC,CCCCCCCOC(=O)CCCCCCC,True
650,CCOC(=O)CC(C)O,CCOC(=O)CC(O)C,True
651,CCCCC(=O)/C=C/C,CCCCC(=O)/C=C/C,True
652,CC/C=C/CCC(=O)OCC,CC/C=C/CCC(=O)OCC,True
653,CC(=O)C,CC(=O)C,True
654,CCOC(=O)C1C(O1)C2=CC=CC=C2,CCOC(=O)C1OC1c1ccccc1,True
655,CC(=O)CCC1=CC=C(C=C1)O,CC(=O)CCc1ccc(cc1)O,True
656,CCOC(=O)COC1=CC=C(C=C1)C,CCOC(=O)COc1ccc(cc1)C,True
657,CC/C=C/CC(=O)OCC,CC/C=C/CC(=O)OCC,True
658,CC(C)OC(=O)C,CC(OC(=O)C)C,True
659,CC(=CCC/C(=C/C(C=O)O)/C)C,O=CC(/C=C(/CCC=C(C)C)\C)O,True
660,CCCCCCCC(=O)OCCCCCC,CCCCCCCC(=O)OCCCCCC,True
661,CCCC(CCO)S,CCCC(CCO)S,True
662,CCCCCC#CC(=O)OC,CCCCCC#CC(=O)OC,True
663,CCC(=O)SCC=C,CCC(=O)SCC=C,True
664,CCCCCCOC(=O)C(C)CC,CCCCCCOC(=O)C(CC)C,True
665,CC(C)COC(=O)C1=CC=CC=C1,CC(COC(=O)c1ccccc1)C,True
666,C=CC1=CC=C(C=C1)O,C=Cc1ccc(cc1)O,True
667,CC(C)CC(=O)OC,COC(=O)CC(C)C,True
668,CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,True
669,CCC(=O)OCC1CCCO1,CCC(=O)OCC1CCCO1,True
670,CCCCCCCOC=O,CCCCCCCOC=O,True
671,CCCCCCCCCCC(=O)OCC,CCCCCCCCCCC(=O)OCC,True
672,CCCC(=O)OCC/C=C\CC,CC/C=C\CCOC(=O)CCC,True
673,CCCCCC(=O)CC,CCCCCC(=O)CC,True
674,CC(=O)CCC1=CC(=C(C=C1)O)OC,COc1cc(CCC(=O)C)ccc1O,True
675,CCC/C=C/CCOC(=O)C(C)C,CCC/C=C/CCOC(=O)C(C)C,True
676,CCCCCCC1CCC(=O)O1,CCCCCCC1CCC(=O)O1,True
677,C/C=C\C(=O)OCC(C)C,C/C=C\C(=O)OCC(C)C,True
678,CC(=CCCC(C)(C1CO1)O)C,CC(=CCCC(C1CO1)(O)C)C,True
679,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,CC(=CCC/C(=C\1/CCC(=CC1)C)/C)C,True
680,CC(CCC=C(C)C)CCOC=O,O=COCCC(CCC=C(C)C)C,True
681,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,True
682,CC1=C(C(CC=C1)(C)C)C=O,O=CC1=C(C)C=CCC1(C)C,True
683,CCC(C)C(=O)OC,CCC(C(=O)OC)C,True
684,CC1=CC=C(S1)C=O,Cc1ccc(s1)C=O,True
685,CC(C1=CC=CC=C1)C(OC)OC,COC(C(c1ccccc1)C)OC,True
686,CCC(C)C=O,CC(C=O)CC,True
687,CCCCC1CCCC(=O)O1,CCCCC1CCCC(=O)O1,True
688,CC(=O)/C=C/C1=CC=CC=C1,CC(=O)/C=C/c1ccccc1,True
689,CC/C=C/CCC1(CCC(=O)O1)C,CC/C=C/CCC1(C)CCC(=O)O1,True
690,CC(=CCC/C(=C/COC(=O)C)/C)C,C/C(=C\COC(=O)C)/CCC=C(C)C,True
691,CC(C)CC(=O)C,CC(CC(=O)C)C,True
692,CC1=C(C(CCC1)(C)C)/C=C/C(C)O,CC(/C=C/C1=C(C)CCCC1(C)C)O,True
693,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,True
694,CC/C=C\CCOC(=O)C1=CC=CC=C1N,CC/C=C\CCOC(=O)c1ccccc1N,True
695,CCCC(CCOC(=O)C)S,CCCC(CCOC(=O)C)S,True
696,CCOC(=O)C(C)C,CCOC(=O)C(C)C,True
697,CC1=CC[C@H](C[C@H]1OC(=O)C)C(=C)C,CC(=O)O[C@@H]1C[C@@H](CC=C1C)C(=C)C,True
698,CCCCCO,CCCCCO,True
699,CCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCC(=O)OCC,True
700,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,COC(=O)Cc1ccc(cc1)C(C)(C)C,True
701,CCCCC/C=C/C(=O)OCC,CCCCC/C=C/C(=O)OCC,True
702,CCCCCC/C=C\C(=O)OC,CCCCCC/C=C\C(=O)OC,True
703,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,True
704,CCCC(=O)C(=O)C,CCCC(=O)C(=O)C,True
705,CCC(=O)O,CCC(=O)O,True
706,CC1=CC[C@@H](CC1)C(C)(C)O,CC1=CC[C@@H](CC1)C(O)(C)C,True
707,CCCCCC(C=C)OC(=O)C,CCCCCC(OC(=O)C)C=C,True
708,CCCCCCCCC1CCC(=O)O1,CCCCCCCCC1CCC(=O)O1,True
709,C1CCC(CC1)C(=O)O,OC(=O)C1CCCCC1,True
710,CC(C)/C=C\C=O,O=C/C=C\C(C)C,True
711,CC(=CCC/C(=C/C(=O)O)/C)C,CC(=CCC/C(=C/C(=O)O)/C)C,True
712,CC1CCC(C(=O)C1)C(C)(C)S,CC1CCC(C(=O)C1)C(S)(C)C,True
713,CCCCCCCCC#CC(=O)OC,CCCCCCCCC#CC(=O)OC,True
714,CC(C)CC(=O)C(=O)C,CC(CC(=O)C(=O)C)C,True
715,CCCCCCCCCC/C=C/C=O,CCCCCCCCCC/C=C/C=O,True
716,CCCC(CCOC(=O)C)SC,CCCC(CCOC(=O)C)SC,True
717,CC/C=C\CCOC(=O)C(C)CC,CC/C=C\CCOC(=O)C(CC)C,True
718,COC(C1=CC=CC=C1)OC,COC(c1ccccc1)OC,True
719,CCCCCC(=O)OCCC(C)C,CCCCCC(=O)OCCC(C)C,True
720,CC(=O)C(=O)O,OC(=O)C(=O)C,True
721,C1=CC=C(C=C1)COC=O,O=COCc1ccccc1,True
722,CC(C)COC(=O)/C=C/C1=CC=CC=C1,CC(COC(=O)/C=C/c1ccccc1)C,True
723,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,O=C(c1ccccc1)OCc1ccccc1,True
724,CCCCCCO,CCCCCCO,True
725,C1CCC(CC1)OC=O,O=COC1CCCCC1,True
726,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,O=C(/C=C/c1ccccc1)OCc1ccccc1,True
727,CC(C)C/C=C(/C=O)\C(C)C,O=C/C(=C/CC(C)C)/C(C)C,True
728,CCCCCC(=O)C,CCCCCC(=O)C,True
729,CCC(C)CC(=O)OCC,CCOC(=O)CC(CC)C,True
730,[H+].C(CC(C(=O)O)N)CN.[Cl-],NC(C(=O)O)CCCN.[Cl-].[H+],True
731,CCC/C=C/C=O,CCC/C=C/C=O,True
732,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,True
733,COC1=CC=C(C=C1)/C=C/C=O,COc1ccc(cc1)/C=C/C=O,True
734,COC(=O)/C=C/C1=CC=CC=C1,COC(=O)/C=C/c1ccccc1,True
735,CCCCCCCCCCCCCC=O,CCCCCCCCCCCCCC=O,True
736,CCC(=O)OC(C)C1=CC=CC=C1,CCC(=O)OC(c1ccccc1)C,True
737,CCCC(C)OC(=O)CCC,CCCC(OC(=O)CCC)C,True
738,C[C@H](COC(=O)C(C)C)C1=CC=CC=C1,C[C@@H](c1ccccc1)COC(=O)C(C)C,True
739,CCC(C)C(=O)OCC,CCOC(=O)C(CC)C,True
740,C(=O)O,OC=O,True
741,CCCC(=O)OC1CCCCC1,CCCC(=O)OC1CCCCC1,True
742,CCCCCC(=O)OCCCC,CCCCCC(=O)OCCCC,True
743,CCCC(CC1=CC=CC=C1)O,CCCC(Cc1ccccc1)O,True
744,CCC(CC)C(=O)O,CCC(C(=O)O)CC,True
745,C/C=C(\C)/C=O,C/C=C(/C=O)\C,True
746,CC1=CCCC(C1CCC(=O)C)(C)C,CC(=O)CCC1C(=CCCC1(C)C)C,True
747,CCCCCCCC(C)O,CCCCCCCC(O)C,True
748,CCCC(C)C=O,CC(C=O)CCC,True
749,CCC/C=C\COC(=O)C,CCC/C=C\COC(=O)C,True
750,CCCCCCCC(=O)OCC1=CC=CO1,CCCCCCCC(=O)OCc1ccco1,True
751,CC(C)COC(=O)CCC1=CC=CO1,CC(COC(=O)CCc1ccco1)C,True
752,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,CC(C(=O)OC(CCc1ccccc1)(C)C)C,True
753,CCCCCCCCCCOC(=O)CCC,CCCCCCCCCCOC(=O)CCC,True
754,CCOC(=O)/C=C/C1=CC=CC=C1,CCOC(=O)/C=C/c1ccccc1,True
755,CCOC(=O)/C=C\C,CCOC(=O)/C=C\C,True
756,CC(=CCC/C(=C\COC(=O)C)/C)C,C/C(=C/COC(=O)C)/CCC=C(C)C,True
757,CCCCC/C=C/C=C/CO,CCCCC/C=C/C=C/CO,True
758,CC1CCC(C(C1)OC(=O)C)C(C)C,CC1CCC(C(C1)OC(=O)C)C(C)C,True
759,CC/C=C/CCC1CCCC(=O)O1,CC/C=C/CCC1CCCC(=O)O1,True
760,CCCC(=O)OC/C=C/C1=CC=CC=C1,CCCC(=O)OC/C=C/c1ccccc1,True
761,CC1=CC=CC=C1O,Cc1ccccc1O,True
762,CCCC(=O)O,CCCC(=O)O,True
763,CC(=O)OC/C=C/C1=CC=CC=C1,CC(=O)OC/C=C/c1ccccc1,True
764,CCC(C)CC(=O)O,CC(CC)CC(=O)O,True
765,CCCCC(=O)OCC/C=C/CC,CCCCC(=O)OCC/C=C/CC,True
766,CC/C=C\CCOC(=O)C1=CC=CC=C1,CC/C=C\CCOC(=O)c1ccccc1,True
767,CCCCCCOC=O,CCCCCCOC=O,True
768,CCCCC1CCC(=O)O1,CCCCC1CCC(=O)O1,True
769,CCCCCCCCCCCCCC(=O)C,CCCCCCCCCCCCCC(=O)C,True
770,CC/C(=C\C1=CC=CO1)/C=O,CC/C(=C\c1ccco1)/C=O,True
771,CC/C=C\CCO,OCC/C=C\CC,True
772,CC/C=C/CCOC(C)OCC,CC/C=C/CCOC(OCC)C,True
773,C/C=C/C/C=C/C(=O)C,C/C=C/C/C=C/C(=O)C,True
774,CC(C)CCO,OCCC(C)C,True
775,CCCCCCCCOC(=O)C,CCCCCCCCOC(=O)C,False
776,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,CCCC(=O)OC(C1CCC(=CC1)C)(C)C,False
777,C1=CC=C(C=C1)/C=C\CO,OC/C=C\c1ccccc1,False
778,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O.O.O.OS(=O)(=O)O,OS(=O)(=O)O.C=C[C@H]1CN2CCC1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O.C=C[C@H]1CN2CCC1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O.O.O,False
779,C[C@H]1C(=[NH+][C@H](O1)C)C,C[C@@H]1[NH+]=C([C@@H](O1)C)C,False
780,CC[C@H](C)[C@H](C(=O)O)N,CC[C@@H]([C@H](C(=O)O)N)C,False
781,[H+].CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-].[Cl-],OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-].[Cl-].[H+],False
782,C/C=C/C1=CC(=C(C=C1)OC)OC,C/C=C/c1ccc(c(c1)OC)OC,False
783,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,OCCOC(C1OC(CC1OCCO)OCCO)COCCOC(=O)CCCCCCC/C=C/CCCCCCCC,False
784,CC(C)CC(C(=O)O)N,NC(C(=O)O)CC(C)C,False
785,[H+].COC1=CC2=C(C=CN=C2C=C1)C(C3CC4(CCN3CC4)C=C)O.[Cl-],C=CC12CCN(CC1)C(C2)C(c1ccnc2c1cc(OC)cc2)O.[Cl-].[H+],False
786,CCCCCCS,CCCCCCS,False
787,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,O=C(N1CCCCC1)/C=C/C=C/c1ccc2c(c1)OCO2,False
788,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(C)O)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(O)C)C(C)C,False
789,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC2=CC(=C(C=C2)O)O)O)OC(=O)CC3=CC=C(C=C3)O)OC(=O)CC4=CC(=C(C=C4)O)O,OC/C=C(/CO[C@@H]1O[C@H](COC(=O)Cc2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)Cc1ccc(c(c1)O)O)OC(=O)Cc1ccc(cc1)O)O)\C,False
790,C1=CC=C2C(=C1)C=COC2=O,O=c1occc2c1cccc2,False
791,COC1=C(C=CC(=C1)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC(=O)/C=C/C3=CC=CC=C3.O.O,OC[C@H]1O[C@@H](OC(=O)c2ccc(c(c2)OC)OC(=O)/C=C/c2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O.O.O,False
792,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC2=CC(=C(C=C2)O)O)O)O)OC(=O)CC3=CC(=C(C=C3)O)O,OC/C=C(/CO[C@@H]1O[C@H](COC(=O)Cc2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)Cc1ccc(c(c1)O)O)O)O)\C,False
793,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)OC(=O)C4=CC=C(C=C4)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO)O[C@H]2[C@H]3OC(=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,False
794,C[C@@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C,C[C@H]1C(=O)O[C@H]2[C@H]1CCC(=C1[C@@H]2C(=CC1=O)C)C,False
795,CC1=C(C(=O)C[C@]2([C@H]1CC3[C@]45[C@@H]2[C@H]([C@@H]([C@](C4[C@H](C(=O)O3)OC(=O)C)(OC5)C(=O)OC)O)O)C)O,COC(=O)[C@@]12OC[C@]34C2[C@@H](OC(=O)C)C(=O)OC4C[C@@H]2[C@]([C@H]3[C@H]([C@@H]1O)O)(C)CC(=O)C(=C2C)O,False
796,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)(C)O)(OC5)C(=O)OC)O)O)C)O,COC(=O)[C@@]12OC[C@]34[C@H]2[C@@H](OC(=O)/C=C(/C(O)(C)C)\C)C(=O)O[C@@H]4C[C@@H]2[C@]([C@H]3[C@H]([C@@H]1O)O)(C)CC(=O)C(=C2C)O,False
797,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC(=C(C=C2)O)O)OC(=O)CC3=CC=C(C=C3)O,OC/C=C(/CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1OC(=O)Cc1ccc(cc1)O)OC(=O)Cc1ccc(c(c1)O)O)O)\C,False
798,CC(=O)O.CC(=O)O.C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,O=C(c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC1C(COC(=O)c2cc(O)c(c(c2)OC(=O)c2cc(O)c(c(c2)O)O)O)OC(C(C1OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O.CC(=O)O.CC(=O)O,False
799,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,False
800,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC(=C(C=C2)O)O)OC(=O)CC3=CC(=C(C=C3)O)O,OC/C=C(/CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1OC(=O)Cc1ccc(c(c1)O)O)OC(=O)Cc1ccc(c(c1)O)O)O)\C,False
801,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O)O[C@H]2[C@@H]([C@@H]3CCOC(=O)C3=CO2)C=C)COC4=CC=CC(=C4)C(=O)O)O,C=C[C@H]1[C@@H](OC=C2[C@H]1CCOC2=O)O[C@@H]1O[C@H](COc2cccc(c2)C(=O)O)[C@H]([C@@H]([C@H]1O)OC(=O)C)O,False
802,CC(=O)OC1C(C(OC(C1OC(=O)C)OC(=O)C2(CCCC3(C2CCC45C3C(C(C(=C)C4)C(=O)C5)O)C)C)CO)OC6C(C(C(CO6)O)O)O,OCC1OC(OC(=O)C2(C)CCCC3(C2CCC24C3C(O)C(C(=C)C2)C(=O)C4)C)C(C(C1OC1OCC(C(C1O)O)O)OC(=O)C)OC(=O)C,False
